date,BPS,PER,PBR,EPS,DIV,DPS,ticker
2021.8.31,31863,0,0.69,0,0,0,034220
2021.9.30,31863,0,0.64,0,0,0,034220
2021.10.31,31863,0,0.58,0,0,0,034220
2021.11.30,31863,0,0.62,0,0,0,034220
2021.12.31,31863,0,0.64,0,0,0,034220
2013.4.30,106885,9.08,0.75,8876,0.62,500,004020
2013.5.31,115232,7.93,0.65,9449,0.67,500,004020
2013.6.30,115232,7.55,0.62,9449,0.7,500,004020
2013.7.31,115232,6.84,0.56,9449,0.77,500,004020
2013.8.31,115232,7.44,0.61,9449,0.71,500,004020
2013.9.30,115232,7.75,0.64,9449,0.68,500,004020
2013.10.31,115232,8.52,0.7,9449,0.62,500,004020
2013.11.30,115232,9.42,0.77,9449,0.56,500,004020
2013.12.31,115232,8.73,0.72,9449,0.61,500,004020
2014.1.31,115232,8.86,0.73,9449,0.6,500,004020
2014.2.28,115232,7.94,0.65,9449,0.67,500,004020
2014.3.31,115232,7.16,0.59,9449,0.74,500,004020
2014.4.30,115232,7.29,0.6,9449,0.73,500,004020
2014.5.31,113168,8.18,0.59,8193,0.75,500,004020
2014.6.30,113168,8.35,0.6,8193,0.73,500,004020
2014.7.31,113168,8.95,0.65,8193,0.68,500,004020
2014.8.31,113168,9.69,0.7,8193,0.63,500,004020
2014.9.30,113168,9.22,0.67,8193,0.66,500,004020
2014.10.31,113168,8.67,0.63,8193,0.7,500,004020
2014.11.30,113168,8.09,0.59,8193,0.75,500,004020
2014.12.31,113168,7.62,0.55,8193,0.8,500,004020
2015.1.31,113168,7.87,0.57,8193,0.78,500,004020
2015.2.28,113168,8.19,0.59,8193,0.75,500,004020
2015.3.31,113168,8.54,0.62,8193,0.71,500,004020
2015.4.30,113168,9,0.65,8193,0.68,500,004020
2015.5.31,116893,12.05,0.68,6600,0.94,750,004020
2015.6.30,116893,10.91,0.62,6600,1.04,750,004020
2015.7.31,116893,10.3,0.58,6600,1.1,750,004020
2015.8.31,116893,8.47,0.48,6600,1.34,750,004020
2015.9.30,116893,7.79,0.44,6600,1.46,750,004020
2015.10.31,116893,7.86,0.44,6600,1.45,750,004020
2015.11.30,116893,7.95,0.45,6600,1.43,750,004020
2015.12.31,116893,7.91,0.45,6600,1.44,750,004020
2016.1.31,116893,7.4,0.42,6600,1.54,750,004020
2016.2.29,116893,7.33,0.41,6600,1.55,750,004020
2016.3.31,116893,8.62,0.49,6600,1.32,750,004020
2016.4.30,116893,8.29,0.47,6600,1.37,750,004020
2016.5.31,114219,10.19,0.53,5955,1.24,750,004020
2016.6.30,114219,8.14,0.42,5955,1.55,750,004020
2016.7.31,114219,7.77,0.41,5955,1.62,750,004020
2016.8.31,114219,8.53,0.44,5955,1.48,750,004020
2016.9.30,114219,8.65,0.45,5955,1.46,750,004020
2016.10.31,114219,8.46,0.44,5955,1.49,750,004020
2016.11.30,114219,8.33,0.43,5955,1.51,750,004020
2016.12.31,114219,8.68,0.45,5955,1.45,750,004020
2017.1.31,114219,9.82,0.51,5955,1.28,750,004020
2017.2.28,114219,10.21,0.53,5955,1.23,750,004020
2017.3.31,114219,10.63,0.55,5955,1.18,750,004020
2017.4.30,114219,9.5,0.5,5955,1.33,750,004020
2017.5.31,120427,8.84,0.46,6253,1.36,750,004020
2017.6.30,120427,9.37,0.49,6253,1.28,750,004020
2017.7.31,120427,10.14,0.53,6253,1.18,750,004020
2017.8.31,120427,10.14,0.53,6253,1.18,750,004020
2017.9.30,120427,9.24,0.48,6253,1.3,750,004020
2017.10.31,120427,8.64,0.45,6253,1.39,750,004020
2017.11.30,120427,9.16,0.48,6253,1.31,750,004020
2017.12.31,120427,9.5,0.49,6253,1.26,750,004020
2018.1.31,120427,9.15,0.47,6253,1.31,750,004020
2018.2.28,120427,9.26,0.48,6253,1.3,750,004020
2018.3.31,120427,8.32,0.43,6253,1.44,750,004020
2018.4.30,120427,8.04,0.42,6253,1.49,750,004020
2018.5.31,125261,10.89,0.47,5455,1.26,750,004020
2018.6.30,125261,11.33,0.49,5455,1.21,750,004020
2018.7.31,125261,9.24,0.4,5455,1.49,750,004020
2018.8.31,125261,9.99,0.44,5455,1.38,750,004020
2018.9.30,125261,9.5,0.41,5455,1.45,750,004020
2018.10.31,125261,10.28,0.45,5455,1.34,750,004020
2018.11.30,125261,7.62,0.33,5455,1.81,750,004020
2018.12.31,125261,8.42,0.37,5455,1.63,750,004020
2019.1.31,125261,8.07,0.35,5455,1.7,750,004020
2019.2.28,125261,9.35,0.41,5455,1.47,750,004020
2019.3.31,125261,9.1,0.4,5455,1.51,750,004020
2019.4.30,125261,8.56,0.37,5455,1.61,750,004020
2019.5.31,125115,15.1,0.37,3037,1.64,750,004020
2019.6.30,125115,13.55,0.33,3037,1.82,750,004020
2019.7.31,125115,14.08,0.34,3037,1.75,750,004020
2019.8.31,125115,12.51,0.3,3037,1.97,750,004020
2019.9.30,125115,12.3,0.3,3037,2.01,750,004020
2019.10.31,125115,12.84,0.31,3037,1.92,750,004020
2019.11.30,125115,10.49,0.25,3037,2.35,750,004020
2019.12.31,125115,10.49,0.25,3037,2.35,750,004020
2020.1.31,125115,10.27,0.25,3037,2.4,750,004020
2020.2.29,125115,9.04,0.22,3037,2.73,750,004020
2020.3.31,125115,7.84,0.19,3037,3.15,750,004020
2020.4.30,125115,5.56,0.14,3037,4.44,750,004020
2020.5.31,126631,160.77,0.17,130,3.59,750,004020
2020.6.30,126631,166.15,0.17,130,3.47,750,004020
2020.7.31,126631,157.31,0.16,130,3.67,750,004020
2020.8.31,126631,185.77,0.19,130,3.11,750,004020
2020.9.30,126631,196.15,0.2,130,2.94,750,004020
2020.10.31,126631,206.54,0.21,130,2.79,750,004020
2020.11.30,126631,232.31,0.24,130,2.48,750,004020
2020.12.31,126631,258.85,0.27,130,2.23,750,004020
2021.1.31,126631,316.92,0.33,130,1.82,750,004020
2021.2.28,126631,303.46,0.31,130,1.9,750,004020
2021.3.31,126631,313.08,0.32,130,1.84,750,004020
2021.4.30,126631,356.54,0.37,130,1.62,750,004020
2021.5.31,122488,0,0.45,0,0.91,500,004020
2021.6.30,122488,0,0.44,0,0.93,500,004020
2021.7.31,122488,0,0.44,0,0.93,500,004020
2021.8.31,122488,0,0.44,0,0.94,500,004020
2021.9.30,122488,0,0.41,0,1,500,004020
2021.10.31,122488,0,0.37,0,1.09,500,004020
2021.11.30,122488,0,0.36,0,1.13,500,004020
2021.12.31,122488,0,0.31,0,1.32,500,004020
2013.4.30,7494,40.97,1.07,196,1.87,150,032640
2013.5.31,8582,0,1.39,0,0,0,032640
2013.6.30,8582,0,1.35,0,0,0,032640
2013.7.31,8582,0,1.37,0,0,0,032640
2013.8.31,8582,0,1.58,0,0,0,032640
2013.9.30,8582,0,1.45,0,0,0,032640
2013.10.31,8582,0,1.34,0,0,0,032640
2013.11.30,8582,0,1.4,0,0,0,032640
2013.12.31,8582,0,1.21,0,0,0,032640
2014.1.31,8582,0,1.27,0,0,0,032640
2014.2.28,8582,0,1.28,0,0,0,032640
2014.3.31,8582,0,1.17,0,0,0,032640
2014.4.30,8582,0,1.22,0,0,0,032640
2014.5.31,9209,15.7,1.09,640,1.49,150,032640
2014.6.30,9209,14.69,1.02,640,1.6,150,032640
2014.7.31,9209,14.58,1.01,640,1.61,150,032640
2014.8.31,9209,15.7,1.09,640,1.49,150,032640
2014.9.30,9209,17.5,1.22,640,1.34,150,032640
2014.10.31,9209,19.38,1.35,640,1.21,150,032640
2014.11.30,9209,17.27,1.2,640,1.36,150,032640
2014.12.31,9209,17.42,1.21,640,1.35,150,032640
2015.1.31,9209,18.13,1.26,640,1.29,150,032640
2015.2.28,9209,18.28,1.27,640,1.28,150,032640
2015.3.31,9209,18.36,1.28,640,1.28,150,032640
2015.4.30,9209,16.8,1.17,640,1.4,150,032640
2015.5.31,9567,19.79,1.08,523,1.45,150,032640
2015.6.30,9567,17.4,0.95,523,1.65,150,032640
2015.7.31,9567,18.81,1.03,523,1.52,150,032640
2015.8.31,9567,22.37,1.22,523,1.28,150,032640
2015.9.30,9567,21.7,1.19,523,1.32,150,032640
2015.10.31,9567,23.52,1.29,523,1.22,150,032640
2015.11.30,9567,20.46,1.12,523,1.4,150,032640
2015.12.31,9567,20.46,1.12,523,1.4,150,032640
2016.1.31,9567,19.5,1.07,523,1.47,150,032640
2016.2.29,9567,18.3,1,523,1.57,150,032640
2016.3.31,9567,19.5,1.07,523,1.47,150,032640
2016.4.30,9567,21.22,1.16,523,1.35,150,032640
2016.5.31,10187,13.98,1.1,805,2.22,250,032640
2016.6.30,10187,13.85,1.09,805,2.24,250,032640
2016.7.31,10187,13.23,1.05,805,2.35,250,032640
2016.8.31,10187,14.16,1.12,805,2.19,250,032640
2016.9.30,10187,14.35,1.13,805,2.16,250,032640
2016.10.31,10187,14.53,1.15,805,2.14,250,032640
2016.11.30,10187,15.28,1.21,805,2.03,250,032640
2016.12.31,10187,14.6,1.15,805,2.13,250,032640
2017.1.31,10187,14.53,1.15,805,2.14,250,032640
2017.2.28,10187,13.91,1.1,805,2.23,250,032640
2017.3.31,10187,16.83,1.33,805,1.85,250,032640
2017.4.30,10187,18.07,1.43,805,1.72,250,032640
2017.5.31,11054,12.4,1.27,1129,2.5,350,032640
2017.6.30,11054,14.35,1.47,1129,2.16,350,032640
2017.7.31,11054,13.86,1.42,1129,2.24,350,032640
2017.8.31,11054,14.53,1.48,1129,2.13,350,032640
2017.9.30,11054,12.71,1.3,1129,2.44,350,032640
2017.10.31,11054,11.51,1.18,1129,2.69,350,032640
2017.11.30,11054,11.43,1.17,1129,2.71,350,032640
2017.12.31,11054,12.27,1.25,1129,2.53,350,032640
2018.1.31,11054,12.44,1.27,1129,2.49,350,032640
2018.2.28,11054,12.67,1.29,1129,2.45,350,032640
2018.3.31,11054,10.98,1.12,1129,2.82,350,032640
2018.4.30,11054,10.85,1.11,1129,2.86,350,032640
2018.5.31,11985,9.98,1.04,1253,3.2,400,032640
2018.6.30,11985,9.5,0.99,1253,3.36,400,032640
2018.7.31,11985,10.89,1.14,1253,2.93,400,032640
2018.8.31,11985,12.37,1.29,1253,2.58,400,032640
2018.9.30,11985,12.17,1.27,1253,2.62,400,032640
2018.10.31,11985,13.81,1.44,1253,2.31,400,032640
2018.11.30,11985,12.85,1.34,1253,2.48,400,032640
2018.12.31,11985,14.33,1.5,1253,2.23,400,032640
2019.1.31,11985,14.33,1.5,1253,2.23,400,032640
2019.2.28,11985,11.81,1.23,1253,2.7,400,032640
2019.3.31,11985,12.05,1.26,1253,2.65,400,032640
2019.4.30,11985,12.45,1.3,1253,2.56,400,032640
2019.5.31,15696,13.46,0.95,1103,2.69,400,032640
2019.6.30,15696,12.69,0.89,1103,2.86,400,032640
2019.7.31,15696,13.33,0.94,1103,2.72,400,032640
2019.8.31,15696,11.56,0.81,1103,3.14,400,032640
2019.9.30,15696,11.97,0.84,1103,3.03,400,032640
2019.10.31,15696,12.38,0.87,1103,2.93,400,032640
2019.11.30,15696,11.97,0.84,1103,3.03,400,032640
2019.12.31,15696,12.33,0.87,1103,2.94,400,032640
2020.1.31,15696,12.56,0.88,1103,2.89,400,032640
2020.2.29,15696,11.83,0.83,1103,3.07,400,032640
2020.3.31,15696,11.65,0.82,1103,3.11,400,032640
2020.4.30,15696,9.56,0.67,1103,3.79,400,032640
2020.5.31,16218,12.69,0.79,1005,3.14,400,032640
2020.6.30,16218,13.23,0.82,1005,3.01,400,032640
2020.7.31,16218,11.99,0.74,1005,3.32,400,032640
2020.8.31,16218,11.24,0.7,1005,3.54,400,032640
2020.9.30,16218,11.99,0.74,1005,3.32,400,032640
2020.10.31,16218,11.59,0.72,1005,3.43,400,032640
2020.11.30,16218,11.14,0.69,1005,3.57,400,032640
2020.12.31,16218,11.79,0.73,1005,3.38,400,032640
2021.1.31,16218,11.79,0.73,1005,3.38,400,032640
2021.2.28,16218,12.04,0.75,1005,3.31,400,032640
2021.3.31,16218,11.94,0.74,1005,3.33,400,032640
2021.4.30,16218,12.19,0.76,1005,3.27,400,032640
2021.5.31,16891,12.28,0.8,1095,3.35,450,032640
2021.6.30,16891,14.06,0.91,1095,2.92,450,032640
2021.7.31,16891,13.65,0.89,1095,3.01,450,032640
2021.8.31,16891,13.33,0.86,1095,3.08,450,032640
2021.9.30,16891,13.2,0.86,1095,3.11,450,032640
2021.10.31,16891,13.74,0.89,1095,2.99,450,032640
2021.11.30,16891,13.15,0.85,1095,3.13,450,032640
2021.12.31,16891,12.15,0.79,1095,3.38,450,032640
2013.4.30,188796,15.86,1.84,21854,0.52,1800,097950
2013.5.31,206383,17.31,1.54,18369,0.57,1800,097950
2013.6.30,206383,15.71,1.4,18369,0.62,1800,097950
2013.7.31,206383,13.88,1.24,18369,0.71,1800,097950
2013.8.31,206383,15.52,1.38,18369,0.63,1800,097950
2013.9.30,206383,13.94,1.24,18369,0.7,1800,097950
2013.10.31,206383,15.03,1.34,18369,0.65,1800,097950
2013.11.30,206383,14.05,1.25,18369,0.7,1800,097950
2013.12.31,206383,14.1,1.25,18369,0.69,1800,097950
2014.1.31,206383,15.22,1.35,18369,0.64,1800,097950
2014.2.28,206383,14.34,1.28,18369,0.68,1800,097950
2014.3.31,206383,14.92,1.33,18369,0.66,1800,097950
2014.4.30,206383,16.11,1.43,18369,0.61,1800,097950
2014.5.31,199891,37.56,1.56,8293,0.58,1800,097950
2014.6.30,199891,40.09,1.66,8293,0.54,1800,097950
2014.7.31,199891,42.2,1.75,8293,0.51,1800,097950
2014.8.31,199891,40.94,1.7,8293,0.53,1800,097950
2014.9.30,199891,45.22,1.88,8293,0.48,1800,097950
2014.10.31,199891,45.58,1.89,8293,0.48,1800,097950
2014.11.30,199891,46.12,1.91,8293,0.47,1800,097950
2014.12.31,199891,41.36,1.72,8293,0.52,1800,097950
2015.1.31,199891,36.54,1.52,8293,0.59,1800,097950
2015.2.28,199891,42.69,1.77,8293,0.51,1800,097950
2015.3.31,199891,42.32,1.76,8293,0.51,1800,097950
2015.4.30,199891,44.86,1.86,8293,0.48,1800,097950
2015.5.31,206344,64.47,2.04,6530,0.48,2000,097950
2015.6.30,206344,64.4,2.04,6530,0.48,2000,097950
2015.7.31,206344,62.25,1.97,6530,0.49,2000,097950
2015.8.31,206344,63.4,2.01,6530,0.48,2000,097950
2015.9.30,206344,59.19,1.87,6530,0.52,2000,097950
2015.10.31,206344,58.81,1.86,6530,0.52,2000,097950
2015.11.30,206344,54.29,1.72,6530,0.56,2000,097950
2015.12.31,206344,56.43,1.79,6530,0.54,2000,097950
2016.1.31,206344,56.81,1.8,6530,0.54,2000,097950
2016.2.29,206344,63.17,2,6530,0.48,2000,097950
2016.3.31,206344,55.51,1.76,6530,0.55,2000,097950
2016.4.30,206344,52.91,1.67,6530,0.58,2000,097950
2016.5.31,216981,27.98,1.73,13401,0.67,2500,097950
2016.6.30,216981,28.65,1.77,13401,0.65,2500,097950
2016.7.31,216981,28.84,1.78,13401,0.65,2500,097950
2016.8.31,216981,28.88,1.78,13401,0.65,2500,097950
2016.9.30,216981,29.21,1.8,13401,0.64,2500,097950
2016.10.31,216981,27.42,1.69,13401,0.68,2500,097950
2016.11.30,216981,25.67,1.59,13401,0.73,2500,097950
2016.12.31,216981,28.95,1.79,13401,0.64,2500,097950
2017.1.31,216981,26.79,1.65,13401,0.7,2500,097950
2017.2.28,216981,26.53,1.64,13401,0.7,2500,097950
2017.3.31,216981,26.86,1.66,13401,0.69,2500,097950
2017.4.30,216981,26.38,1.63,13401,0.71,2500,097950
2017.5.31,235302,17.52,1.45,19522,0.73,2500,097950
2017.6.30,235302,19.52,1.62,19522,0.66,2500,097950
2017.7.31,235302,18.52,1.54,19522,0.69,2500,097950
2017.8.31,235302,19.03,1.58,19522,0.67,2500,097950
2017.9.30,235302,18.16,1.51,19522,0.71,2500,097950
2017.10.31,235302,18.36,1.52,19522,0.7,2500,097950
2017.11.30,235302,18.36,1.52,19522,0.7,2500,097950
2017.12.31,235302,20.13,1.67,19522,0.64,2500,097950
2018.1.31,235302,19.03,1.58,19522,0.67,2500,097950
2018.2.28,235302,18.47,1.53,19522,0.69,2500,097950
2018.3.31,235302,16.83,1.4,19522,0.76,2500,097950
2018.4.30,235302,16.88,1.4,19522,0.76,2500,097950
2018.5.31,232686,13.18,1.48,26179,0.87,3000,097950
2018.6.30,232686,13.58,1.53,26179,0.84,3000,097950
2018.7.31,232686,13.27,1.49,26179,0.86,3000,097950
2018.8.31,232686,13.08,1.47,26179,0.88,3000,097950
2018.9.30,232686,13.18,1.48,26179,0.87,3000,097950
2018.10.31,232686,12.66,1.42,26179,0.9,3000,097950
2018.11.30,232686,12.15,1.37,26179,0.94,3000,097950
2018.12.31,232686,12.83,1.44,26179,0.89,3000,097950
2019.1.31,232686,12.64,1.42,26179,0.91,3000,097950
2019.2.28,232686,12.8,1.44,26179,0.9,3000,097950
2019.3.31,232686,12.28,1.38,26179,0.93,3000,097950
2019.4.30,232686,12.4,1.39,26179,0.92,3000,097950
2019.5.31,291963,5.67,1.08,55416,1.11,3500,097950
2019.6.30,291963,5.05,0.96,55416,1.25,3500,097950
2019.7.31,291963,5.38,1.02,55416,1.17,3500,097950
2019.8.31,291963,5.17,0.98,55416,1.22,3500,097950
2019.9.30,291963,4.08,0.77,55416,1.55,3500,097950
2019.10.31,291963,4.18,0.79,55416,1.51,3500,097950
2019.11.30,291963,4.16,0.79,55416,1.52,3500,097950
2019.12.31,291963,4.45,0.84,55416,1.42,3500,097950
2020.1.31,291963,4.42,0.84,55416,1.43,3500,097950
2020.2.29,291963,4.29,0.81,55416,1.47,3500,097950
2020.3.31,291963,4.46,0.85,55416,1.42,3500,097950
2020.4.30,291963,3.86,0.73,55416,1.64,3500,097950
2020.5.31,297949,28.48,0.91,9516,1.29,3500,097950
2020.6.30,297949,31.42,1,9516,1.17,3500,097950
2020.7.31,297949,35.62,1.14,9516,1.03,3500,097950
2020.8.31,297949,43.51,1.39,9516,0.85,3500,097950
2020.9.30,297949,42.4,1.35,9516,0.87,3500,097950
2020.10.31,297949,41.88,1.34,9516,0.88,3500,097950
2020.11.30,297949,37.67,1.2,9516,0.98,3500,097950
2020.12.31,297949,38.09,1.22,9516,0.97,3500,097950
2021.1.31,297949,40.41,1.29,9516,0.91,3500,097950
2021.2.28,297949,45.61,1.46,9516,0.81,3500,097950
2021.3.31,297949,42.03,1.34,9516,0.88,3500,097950
2021.4.30,297949,43.72,1.4,9516,0.84,3500,097950
2021.5.31,321970,9.52,1.27,42783,0.98,4000,097950
2021.6.30,321970,11.35,1.51,42783,0.82,4000,097950
2021.7.31,321970,10.61,1.41,42783,0.88,4000,097950
2021.8.31,321970,11.18,1.49,42783,0.84,4000,097950
2021.9.30,321970,10.44,1.39,42783,0.9,4000,097950
2021.10.31,321970,9.37,1.25,42783,1,4000,097950
2021.11.30,321970,9.06,1.2,42783,1.03,4000,097950
2021.12.31,321970,8.19,1.09,42783,1.14,4000,097950
2013.4.30,37711,11.66,1.76,5705,0.75,500,000720
2013.5.31,40811,12.39,1.39,4578,0.88,500,000720
2013.6.30,40811,13.28,1.49,4578,0.82,500,000720
2013.7.31,40811,12.36,1.39,4578,0.88,500,000720
2013.8.31,40811,12.98,1.46,4578,0.84,500,000720
2013.9.30,40811,12.6,1.41,4578,0.87,500,000720
2013.10.31,40811,13.56,1.52,4578,0.81,500,000720
2013.11.30,40811,13.35,1.5,4578,0.82,500,000720
2013.12.31,40811,13.7,1.54,4578,0.8,500,000720
2014.1.31,40811,13.11,1.47,4578,0.83,500,000720
2014.2.28,40811,12.69,1.42,4578,0.86,500,000720
2014.3.31,40811,12.76,1.43,4578,0.86,500,000720
2014.4.30,40811,12.32,1.38,4578,0.89,500,000720
2014.5.31,43818,12.36,1.28,4522,0.89,500,000720
2014.6.30,43818,11.76,1.21,4522,0.94,500,000720
2014.7.31,43818,12.98,1.34,4522,0.85,500,000720
2014.8.31,43818,14.35,1.48,4522,0.77,500,000720
2014.9.30,43818,14.13,1.46,4522,0.78,500,000720
2014.10.31,43818,12.94,1.34,4522,0.85,500,000720
2014.11.30,43818,10.53,1.09,4522,1.05,500,000720
2014.12.31,43818,9.61,0.99,4522,1.15,500,000720
2015.1.31,43818,9.06,0.93,4522,1.22,500,000720
2015.2.28,43818,9.8,1.01,4522,1.13,500,000720
2015.3.31,43818,11.92,1.23,4522,0.93,500,000720
2015.4.30,43818,10.88,1.12,4522,1.02,500,000720
2015.5.31,48844,13.8,1.06,3768,0.96,500,000720
2015.6.30,48844,11.64,0.9,3768,1.14,500,000720
2015.7.31,48844,11,0.85,3768,1.21,500,000720
2015.8.31,48844,8.92,0.69,3768,1.49,500,000720
2015.9.30,48844,8.81,0.68,3768,1.51,500,000720
2015.10.31,48844,9.3,0.72,3768,1.43,500,000720
2015.11.30,48844,9.25,0.71,3768,1.43,500,000720
2015.12.31,48844,8.67,0.67,3768,1.53,500,000720
2016.1.31,48844,7.34,0.57,3768,1.81,500,000720
2016.2.29,48844,9.79,0.76,3768,1.36,500,000720
2016.3.31,48844,10.46,0.81,3768,1.27,500,000720
2016.4.30,48844,10.68,0.82,3768,1.24,500,000720
2016.5.31,52227,11.78,0.74,3301,1.29,500,000720
2016.6.30,52227,10.22,0.65,3301,1.48,500,000720
2016.7.31,52227,10.32,0.65,3301,1.47,500,000720
2016.8.31,52227,11.1,0.7,3301,1.36,500,000720
2016.9.30,52227,12.1,0.76,3301,1.25,500,000720
2016.10.31,52227,11.81,0.75,3301,1.28,500,000720
2016.11.30,52227,12.27,0.78,3301,1.23,500,000720
2016.12.31,52227,12.42,0.79,3301,1.22,500,000720
2017.1.31,52227,12.97,0.82,3301,1.17,500,000720
2017.2.28,52227,13.39,0.85,3301,1.13,500,000720
2017.3.31,52227,14.54,0.92,3301,1.04,500,000720
2017.4.30,52227,14.47,0.91,3301,1.05,500,000720
2017.5.31,56944,10.97,0.85,4403,1.04,500,000720
2017.6.30,56944,10.92,0.84,4403,1.04,500,000720
2017.7.31,56944,10.44,0.81,4403,1.09,500,000720
2017.8.31,56944,10.31,0.8,4403,1.1,500,000720
2017.9.30,56944,9.26,0.72,4403,1.23,500,000720
2017.10.31,56944,8.55,0.66,4403,1.33,500,000720
2017.11.30,56944,8.56,0.66,4403,1.33,500,000720
2017.12.31,56944,7.88,0.61,4403,1.44,500,000720
2018.1.31,56944,8.44,0.65,4403,1.35,500,000720
2018.2.28,56944,10.03,0.78,4403,1.13,500,000720
2018.3.31,56944,8.59,0.66,4403,1.32,500,000720
2018.4.30,56944,9.48,0.73,4403,1.2,500,000720
2018.5.31,58029,35.52,1.11,1810,0.78,500,000720
2018.6.30,58029,38.73,1.21,1810,0.71,500,000720
2018.7.31,58029,29.83,0.93,1810,0.93,500,000720
2018.8.31,58029,32.38,1.01,1810,0.85,500,000720
2018.9.30,58029,33.43,1.04,1810,0.83,500,000720
2018.10.31,58029,37.46,1.17,1810,0.74,500,000720
2018.11.30,58029,24.83,0.77,1810,1.11,500,000720
2018.12.31,58029,31.88,0.99,1810,0.87,500,000720
2019.1.31,58029,29.34,0.92,1810,0.94,500,000720
2019.2.28,58029,35.64,1.11,1810,0.78,500,000720
2019.3.31,58029,30,0.94,1810,0.92,500,000720
2019.4.30,58029,29.45,0.92,1810,0.94,500,000720
2019.5.31,56293,15.27,0.93,3424,0.96,500,000720
2019.6.30,56293,15.04,0.91,3424,0.97,500,000720
2019.7.31,56293,16.06,0.98,3424,0.91,500,000720
2019.8.31,56293,12.37,0.75,3424,1.18,500,000720
2019.9.30,56293,12.02,0.73,3424,1.22,500,000720
2019.10.31,56293,13.55,0.82,3424,1.08,500,000720
2019.11.30,56293,12.54,0.76,3424,1.16,500,000720
2019.12.31,56293,11.92,0.72,3424,1.23,500,000720
2020.1.31,56293,12.03,0.73,3424,1.21,500,000720
2020.2.29,56293,10.98,0.67,3424,1.33,500,000720
2020.3.31,56293,10.09,0.61,3424,1.45,500,000720
2020.4.30,56293,7.54,0.46,3424,1.94,500,000720
2020.5.31,59778,9.29,0.57,3656,1.77,600,000720
2020.6.30,59778,9.37,0.57,3656,1.75,600,000720
2020.7.31,59778,9.2,0.56,3656,1.78,600,000720
2020.8.31,59778,9.22,0.56,3656,1.78,600,000720
2020.9.30,59778,8.92,0.55,3656,1.84,600,000720
2020.10.31,59778,8.42,0.52,3656,1.95,600,000720
2020.11.30,59778,8.41,0.51,3656,1.95,600,000720
2020.12.31,59778,9.45,0.58,3656,1.74,600,000720
2021.1.31,59778,10.46,0.64,3656,1.57,600,000720
2021.2.28,59778,11.9,0.73,3656,1.38,600,000720
2021.3.31,59778,10.94,0.67,3656,1.5,600,000720
2021.4.30,59778,11.91,0.73,3656,1.38,600,000720
2021.5.31,59502,45.76,0.84,1097,1.2,600,000720
2021.6.30,59502,51.96,0.96,1097,1.05,600,000720
2021.7.31,59502,52.69,0.97,1097,1.04,600,000720
2021.8.31,59502,49.59,0.91,1097,1.1,600,000720
2021.9.30,57894,50.61,0.93,1067,1.11,600,000720
2021.10.31,57894,47.14,0.87,1067,1.19,600,000720
2021.11.30,57894,48.08,0.89,1067,1.17,600,000720
2021.12.31,57894,42.36,0.78,1067,1.33,600,000720
2013.4.30,11658,18.2,0.99,632,1.39,160,006800
2013.5.31,11658,17.33,0.94,632,1.46,160,006800
2013.6.30,11658,17.56,0.95,632,1.44,160,006800
2013.7.31,11658,15.82,0.86,632,1.6,160,006800
2013.8.31,11889,26.46,0.84,378,1.2,120,006800
2013.9.30,11889,24.84,0.79,378,1.28,120,006800
2013.10.31,11889,26.03,0.83,378,1.22,120,006800
2013.11.30,11889,26.08,0.83,378,1.22,120,006800
2013.12.31,11889,24.34,0.77,378,1.3,120,006800
2014.1.31,11889,23.28,0.74,378,1.36,120,006800
2014.2.28,11889,22.51,0.72,378,1.41,120,006800
2014.3.31,11889,22.49,0.71,378,1.41,120,006800
2014.4.30,11889,21.72,0.69,378,1.46,120,006800
2014.5.31,11468,0,0.73,0,0,0,006800
2014.6.30,11468,0,0.75,0,0,0,006800
2014.7.31,11468,0,0.76,0,0,0,006800
2014.8.31,11468,0,0.92,0,0,0,006800
2014.9.30,11468,0,1.03,0,0,0,006800
2014.10.31,11468,0,0.9,0,0,0,006800
2014.11.30,11468,0,0.99,0,0,0,006800
2014.12.31,11468,0,0.93,0,0,0,006800
2015.1.31,11468,0,0.88,0,0,0,006800
2015.2.28,11468,0,0.88,0,0,0,006800
2015.3.31,11468,0,0.96,0,0,0,006800
2015.4.30,11468,0,1.14,0,0,0,006800
2015.5.31,12228,25.94,1.35,638,1.51,250,006800
2015.6.30,12228,22.1,1.15,638,1.77,250,006800
2015.7.31,12228,24.69,1.29,638,1.59,250,006800
2015.8.31,12228,22.34,1.17,638,1.75,250,006800
2015.9.30,12228,18.89,0.99,638,2.07,250,006800
2015.10.31,12228,18.89,0.99,638,2.07,250,006800
2015.11.30,12228,17.16,0.9,638,2.28,250,006800
2015.12.31,12228,16.54,0.86,638,2.37,250,006800
2016.1.31,12228,14.11,0.74,638,2.78,250,006800
2016.2.29,12228,12.54,0.65,638,3.13,250,006800
2016.3.31,12228,12.6,0.66,638,3.11,250,006800
2016.4.30,12228,12.63,0.66,638,3.1,250,006800
2016.5.31,12867,8.76,0.63,926,4.07,330,006800
2016.6.30,12867,8.54,0.61,926,4.17,330,006800
2016.7.31,12867,8.59,0.62,926,4.15,330,006800
2016.8.31,12867,9.82,0.71,926,3.63,330,006800
2016.9.30,12867,8.59,0.62,926,4.15,330,006800
2016.10.31,12867,8.49,0.61,926,4.2,330,006800
2016.11.30,12867,8.34,0.6,926,4.27,330,006800
2016.12.31,12867,7.56,0.54,926,4.71,330,006800
2017.1.31,12867,7.99,0.58,926,4.46,330,006800
