,date,ticker,weight
81,2017-03-31,6260,0.0
82,2017-03-31,6400,0.0014
83,2017-03-31,6800,0.0029
84,2017-03-31,7070,0.0
85,2017-03-31,8770,0.0771
86,2017-03-31,9150,0.0271
87,2017-03-31,9830,0.0
88,2017-03-31,10120,0.0329
89,2017-03-31,10130,0.0
90,2017-03-31,10620,0.1029
91,2017-03-31,10950,0.0
92,2017-03-31,11070,0.0271
93,2017-03-31,11170,0.0
94,2017-03-31,11780,0.1014
95,2017-03-31,12330,0.0014
96,2017-03-31,12450,0.0
97,2017-03-31,15760,0.0043
98,2017-03-31,16360,0.0014
99,2017-03-31,20150,0.11
100,2017-03-31,21240,0.0014
101,2017-03-31,24110,0.0029
102,2017-03-31,29780,0.0014
103,2017-03-31,30200,0.0014
104,2017-03-31,32640,0.0
105,2017-03-31,32830,0.0
106,2017-03-31,33780,0.0029
107,2017-03-31,34020,0.0014
108,2017-03-31,34220,0.0
109,2017-03-31,34730,0.0014
110,2017-03-31,35250,0.0
111,2017-03-31,36460,0.0014
112,2017-03-31,36570,0.0257
113,2017-03-31,39490,0.0014
114,2017-03-31,47050,0.0
115,2017-03-31,51900,0.0
116,2017-03-31,51910,0.0014
117,2017-03-31,52690,0.11
118,2017-03-31,55550,0.0
119,2017-03-31,66570,0.0271
120,2017-03-31,68270,0.0014
121,2017-03-31,71050,0.0
122,2017-03-31,78930,0.0
123,2017-03-31,86280,0.0014
124,2017-03-31,86790,0.0014
125,2017-03-31,96770,0.0
126,2017-03-31,97950,0.0
127,2017-03-31,105560,0.0
128,2017-03-31,111770,0.0343
129,2017-03-31,128940,0.0
130,2017-03-31,138040,0.0329
131,2017-03-31,138930,0.0029
132,2017-03-31,139480,0.0
133,2017-03-31,161390,0.0
134,2017-04-28,270,0.07
135,2017-04-28,660,0.0
136,2017-04-28,720,0.0
137,2017-04-28,810,0.0
138,2017-04-28,880,0.0114
139,2017-04-28,990,0.08
140,2017-04-28,1450,0.0
141,2017-04-28,1570,0.0486
142,2017-04-28,4020,0.0414
143,2017-04-28,4370,0.0029
144,2017-04-28,5380,0.0114
145,2017-04-28,5490,0.0357
146,2017-04-28,5830,0.0
147,2017-04-28,5940,0.01
148,2017-04-28,6260,0.0114
149,2017-04-28,6400,0.01
150,2017-04-28,6800,0.04
151,2017-04-28,7070,0.0
152,2017-04-28,8770,0.0314
153,2017-04-28,9150,0.0214
154,2017-04-28,9830,0.0
155,2017-04-28,10120,0.0343
156,2017-04-28,10130,0.0
157,2017-04-28,10620,0.0614
158,2017-04-28,10950,0.0
159,2017-04-28,11070,0.0129
160,2017-04-28,11170,0.0229
161,2017-04-28,11780,0.0
162,2017-04-28,12330,0.0114
163,2017-04-28,12450,0.0029
164,2017-04-28,15760,0.0471
165,2017-04-28,16360,0.0
166,2017-04-28,20150,0.0429
167,2017-04-28,21240,0.0171
168,2017-04-28,24110,0.0
169,2017-04-28,29780,0.0171
170,2017-04-28,30200,0.0
171,2017-04-28,32640,0.01
172,2017-04-28,32830,0.0
173,2017-04-28,33780,0.0171
174,2017-04-28,34020,0.0171
175,2017-04-28,34220,0.0229
176,2017-04-28,34730,0.0114
177,2017-04-28,35250,0.0
178,2017-04-28,36460,0.0186
179,2017-04-28,36570,0.0171
180,2017-04-28,39490,0.0114
181,2017-04-28,47050,0.0
182,2017-04-28,51900,0.0
183,2017-04-28,51910,0.0
184,2017-04-28,52690,0.0714
185,2017-04-28,55550,0.0
186,2017-04-28,66570,0.01
187,2017-04-28,68270,0.0
188,2017-04-28,71050,0.0
189,2017-04-28,78930,0.0
190,2017-04-28,86280,0.0
191,2017-04-28,86790,0.0186
192,2017-04-28,96770,0.0
193,2017-04-28,97950,0.0
194,2017-04-28,105560,0.0
195,2017-04-28,111770,0.0486
196,2017-04-28,128940,0.0
197,2017-04-28,138040,0.0
198,2017-04-28,138930,0.03
199,2017-04-28,139480,0.0
200,2017-04-28,161390,0.0
201,2017-05-31,270,0.0057
202,2017-05-31,660,0.0
203,2017-05-31,720,0.03
204,2017-05-31,810,0.0
205,2017-05-31,880,0.0
206,2017-05-31,990,0.0686
207,2017-05-31,1450,0.0071
208,2017-05-31,1570,0.0829
209,2017-05-31,4020,0.0043
210,2017-05-31,4370,0.0
211,2017-05-31,5380,0.04
212,2017-05-31,5490,0.0043
213,2017-05-31,5830,0.0
214,2017-05-31,5940,0.0
215,2017-05-31,6260,0.0
216,2017-05-31,6400,0.0014
217,2017-05-31,6800,0.0
218,2017-05-31,7070,0.0
219,2017-05-31,8770,0.0557
220,2017-05-31,9150,0.0
221,2017-05-31,9830,0.0014
222,2017-05-31,10120,0.0671
223,2017-05-31,10130,0.0
224,2017-05-31,10620,0.0843
225,2017-05-31,10950,0.0071
226,2017-05-31,11070,0.0614
227,2017-05-31,11170,0.0
228,2017-05-31,11780,0.0
229,2017-05-31,12330,0.0014
230,2017-05-31,12450,0.0
231,2017-05-31,15760,0.02
232,2017-05-31,16360,0.0157
233,2017-05-31,20150,0.1229
234,2017-05-31,21240,0.0229
235,2017-05-31,24110,0.0
236,2017-05-31,29780,0.0071
237,2017-05-31,30200,0.0
238,2017-05-31,32640,0.0229
239,2017-05-31,32830,0.0
240,2017-05-31,33780,0.0071
241,2017-05-31,34020,0.0457
242,2017-05-31,34220,0.0
243,2017-05-31,34730,0.0014
244,2017-05-31,35250,0.0
245,2017-05-31,36460,0.0043
246,2017-05-31,36570,0.0086
247,2017-05-31,39490,0.0
248,2017-05-31,47050,0.0
249,2017-05-31,51900,0.0
250,2017-05-31,51910,0.0
251,2017-05-31,52690,0.0514
252,2017-05-31,55550,0.0
253,2017-05-31,66570,0.0386
254,2017-05-31,68270,0.0
255,2017-05-31,71050,0.0
256,2017-05-31,78930,0.0
257,2017-05-31,86280,0.0
258,2017-05-31,86790,0.0043
259,2017-05-31,96770,0.0143
260,2017-05-31,97950,0.0157
261,2017-05-31,105560,0.0
262,2017-05-31,111770,0.0671
263,2017-05-31,128940,0.0014
264,2017-05-31,138040,0.0
265,2017-05-31,138930,0.0057
266,2017-05-31,139480,0.0
267,2017-05-31,161390,0.0
268,2017-06-30,270,0.0029
269,2017-06-30,660,0.0
270,2017-06-30,720,0.0
271,2017-06-30,810,0.0243
272,2017-06-30,880,0.0229
273,2017-06-30,990,0.09
274,2017-06-30,1450,0.001200000000000022
275,2017-06-30,1570,0.0886
276,2017-06-30,4020,0.0029
277,2017-06-30,4370,0.0
278,2017-06-30,5380,0.0014
279,2017-06-30,5490,0.0014
280,2017-06-30,5830,0.0
281,2017-06-30,5940,0.0
282,2017-06-30,6260,0.0
283,2017-06-30,6400,0.0243
284,2017-06-30,6800,0.0
285,2017-06-30,7070,0.0
286,2017-06-30,8770,0.0243
287,2017-06-30,9150,0.0243
288,2017-06-30,9830,0.0243
289,2017-06-30,10120,0.0343
290,2017-06-30,10130,0.0243
291,2017-06-30,10620,0.09
292,2017-06-30,10950,0.0029
293,2017-06-30,11070,0.0557
294,2017-06-30,11170,0.0014
295,2017-06-30,11780,0.0
296,2017-06-30,12330,0.0014
297,2017-06-30,12450,0.0014
298,2017-06-30,15760,0.0043
299,2017-06-30,16360,0.0
300,2017-06-30,20150,0.1129
301,2017-06-30,21240,0.0014
302,2017-06-30,24110,0.0
303,2017-06-30,29780,0.0014
304,2017-06-30,30200,0.0014
305,2017-06-30,32640,0.0243
306,2017-06-30,32830,0.0
307,2017-06-30,33780,0.0014
308,2017-06-30,34020,0.0543
309,2017-06-30,34220,0.0014
310,2017-06-30,34730,0.0014
311,2017-06-30,35250,0.0
312,2017-06-30,36460,0.0014
313,2017-06-30,36570,0.0786
314,2017-06-30,39490,0.0014
315,2017-06-30,47050,0.0
316,2017-06-30,51900,0.0
317,2017-06-30,51910,0.0
318,2017-06-30,52690,0.0343
319,2017-06-30,55550,0.0
320,2017-06-30,66570,0.0229
321,2017-06-30,68270,0.0257
322,2017-06-30,71050,0.0229
323,2017-06-30,78930,0.0229
324,2017-06-30,86280,0.0
325,2017-06-30,86790,0.0014
326,2017-06-30,96770,0.0029
327,2017-06-30,97950,0.0
328,2017-06-30,105560,0.0
329,2017-06-30,111770,0.0343
330,2017-06-30,128940,0.0
331,2017-06-30,138040,0.0
332,2017-06-30,138930,0.0029
333,2017-06-30,139480,0.0
334,2017-06-30,161390,0.0
335,2017-07-31,270,0.0843
336,2017-07-31,660,0.0229
337,2017-07-31,720,0.0
338,2017-07-31,810,0.0
339,2017-07-31,880,0.0014
340,2017-07-31,990,0.0414
341,2017-07-31,1450,0.0
342,2017-07-31,1570,0.0029
343,2017-07-31,4020,0.0257
344,2017-07-31,4370,0.0
345,2017-07-31,5380,0.0429
346,2017-07-31,5490,0.03
347,2017-07-31,5830,0.0
348,2017-07-31,5940,0.0
349,2017-07-31,6260,0.0014
350,2017-07-31,6400,0.0014
351,2017-07-31,6800,0.0
352,2017-07-31,7070,0.03
353,2017-07-31,8770,0.0329
354,2017-07-31,9150,0.0243
355,2017-07-31,9830,0.0
356,2017-07-31,10120,0.0329
357,2017-07-31,10130,0.0
358,2017-07-31,10620,0.0043
359,2017-07-31,10950,0.0429
360,2017-07-31,11070,0.0014
361,2017-07-31,11170,0.0014
362,2017-07-31,11780,0.0
363,2017-07-31,12330,0.0171
364,2017-07-31,12450,0.0214
365,2017-07-31,15760,0.1143
366,2017-07-31,16360,0.0
367,2017-07-31,20150,0.0271
368,2017-07-31,21240,0.0414
369,2017-07-31,24110,0.0
370,2017-07-31,29780,0.0414
371,2017-07-31,30200,0.0014
372,2017-07-31,32640,0.0
373,2017-07-31,32830,0.0
374,2017-07-31,33780,0.0414
375,2017-07-31,34020,0.0
376,2017-07-31,34220,0.0229
377,2017-07-31,34730,0.0171
378,2017-07-31,35250,0.0
379,2017-07-31,36460,0.0257
380,2017-07-31,36570,0.0329
381,2017-07-31,39490,0.0
382,2017-07-31,47050,0.0
383,2017-07-31,51900,0.0
384,2017-07-31,51910,0.0
385,2017-07-31,52690,0.0029
386,2017-07-31,55550,0.0
387,2017-07-31,66570,0.0214
388,2017-07-31,68270,0.0
389,2017-07-31,71050,0.0014
390,2017-07-31,78930,0.0
391,2017-07-31,86280,0.0
392,2017-07-31,86790,0.0257
393,2017-07-31,96770,0.0429
394,2017-07-31,97950,0.0
395,2017-07-31,105560,0.03
396,2017-07-31,111770,0.0029
397,2017-07-31,128940,0.0014
398,2017-07-31,138040,0.0
399,2017-07-31,138930,0.0429
400,2017-07-31,139480,0.0
401,2017-07-31,161390,0.0
402,2017-08-31,270,0.0643
403,2017-08-31,660,0.0
404,2017-08-31,720,0.0114
405,2017-08-31,810,0.0
406,2017-08-31,880,0.0
407,2017-08-31,990,0.0557
408,2017-08-31,1450,0.0129
409,2017-08-31,1570,0.0086
410,2017-08-31,4020,0.0157
411,2017-08-31,4370,0.0214
412,2017-08-31,5380,0.0429
413,2017-08-31,5490,0.0
414,2017-08-31,5830,0.0
415,2017-08-31,5940,0.0
416,2017-08-31,6260,0.0129
417,2017-08-31,6400,0.03
418,2017-08-31,6800,0.0
419,2017-08-31,7070,0.0114
420,2017-08-31,8770,0.0214
421,2017-08-31,9150,0.0086
422,2017-08-31,9830,0.0286
423,2017-08-31,10120,0.0157
424,2017-08-31,10130,0.0157
425,2017-08-31,10620,0.0171
426,2017-08-31,10950,0.0214
427,2017-08-31,11070,0.03
428,2017-08-31,11170,0.0
429,2017-08-31,11780,0.0157
430,2017-08-31,12330,0.0271
431,2017-08-31,12450,0.0114
432,2017-08-31,15760,0.0643
433,2017-08-31,16360,0.0
434,2017-08-31,20150,0.03
435,2017-08-31,21240,0.0214
436,2017-08-31,24110,0.0157
437,2017-08-31,29780,0.0371
438,2017-08-31,30200,0.0
439,2017-08-31,32640,0.0214
440,2017-08-31,32830,0.0
441,2017-08-31,33780,0.0214
442,2017-08-31,34020,0.02
443,2017-08-31,34220,0.0114
444,2017-08-31,34730,0.0271
445,2017-08-31,35250,0.0
446,2017-08-31,36460,0.0271
447,2017-08-31,36570,0.0457
448,2017-08-31,39490,0.0
449,2017-08-31,47050,0.0
450,2017-08-31,51900,0.0
451,2017-08-31,51910,0.0
452,2017-08-31,52690,0.0086
453,2017-08-31,55550,0.0
454,2017-08-31,66570,0.0214
455,2017-08-31,68270,0.0
456,2017-08-31,71050,0.0129
457,2017-08-31,78930,0.0286
458,2017-08-31,86280,0.0
459,2017-08-31,86790,0.0129
460,2017-08-31,96770,0.0214
461,2017-08-31,97950,0.0
462,2017-08-31,105560,0.0
463,2017-08-31,111770,0.0086
464,2017-08-31,128940,0.0
465,2017-08-31,138040,0.0
466,2017-08-31,138930,0.0429
467,2017-08-31,139480,0.0
468,2017-08-31,161390,0.0
469,2017-09-29,270,0.0457
470,2017-09-29,660,0.0
471,2017-09-29,720,0.0
472,2017-09-29,810,0.0
473,2017-09-29,880,0.0129
474,2017-09-29,990,0.0814
475,2017-09-29,1450,0.0
476,2017-09-29,1570,0.0329
477,2017-09-29,4020,0.0171
478,2017-09-29,4370,0.003900000000000044
479,2017-09-29,5380,0.0271
480,2017-09-29,5490,0.0086
481,2017-09-29,5830,0.0
482,2017-09-29,5940,0.0
483,2017-09-29,6260,0.0
484,2017-09-29,6400,0.0243
485,2017-09-29,6800,0.0
486,2017-09-29,7070,0.0157
487,2017-09-29,8770,0.0043
488,2017-09-29,9150,0.0086
489,2017-09-29,9830,0.0129
490,2017-09-29,10120,0.0129
491,2017-09-29,10130,0.0
492,2017-09-29,10620,0.0486
493,2017-09-29,10950,0.0271
494,2017-09-29,11070,0.0471
495,2017-09-29,11170,0.0
496,2017-09-29,11780,0.0129
497,2017-09-29,12330,0.01
498,2017-09-29,12450,0.0229
499,2017-09-29,15760,0.0457
500,2017-09-29,16360,0.0
501,2017-09-29,20150,0.0471
502,2017-09-29,21240,0.0186
503,2017-09-29,24110,0.0
504,2017-09-29,29780,0.0186
505,2017-09-29,30200,0.0229
506,2017-09-29,32640,0.0
507,2017-09-29,32830,0.0
508,2017-09-29,33780,0.0186
509,2017-09-29,34020,0.0557
510,2017-09-29,34220,0.0229
511,2017-09-29,34730,0.01
512,2017-09-29,35250,0.0
513,2017-09-29,36460,0.0171
514,2017-09-29,36570,0.0129
515,2017-09-29,39490,0.0329
516,2017-09-29,47050,0.0043
517,2017-09-29,51900,0.0
518,2017-09-29,51910,0.0086
519,2017-09-29,52690,0.0329
520,2017-09-29,55550,0.0
521,2017-09-29,66570,0.0043
522,2017-09-29,68270,0.0286
523,2017-09-29,71050,0.0043
524,2017-09-29,78930,0.0
525,2017-09-29,86280,0.0
526,2017-09-29,86790,0.0214
527,2017-09-29,96770,0.0186
528,2017-09-29,97950,0.0
529,2017-09-29,105560,0.0
530,2017-09-29,111770,0.0329
531,2017-09-29,128940,0.0171
532,2017-09-29,138040,0.0
533,2017-09-29,138930,0.0271
534,2017-09-29,139480,0.0
535,2017-09-29,161390,0.0
536,2017-10-31,270,0.0043
537,2017-10-31,660,0.0071
538,2017-10-31,720,0.0
539,2017-10-31,810,0.0
540,2017-10-31,880,0.0
541,2017-10-31,990,0.13
542,2017-10-31,1450,0.0
543,2017-10-31,1570,0.0229
544,2017-10-31,4020,0.0029
545,2017-10-31,4370,0.0
546,2017-10-31,5380,0.0014
547,2017-10-31,5490,0.0
548,2017-10-31,5830,0.0
549,2017-10-31,5940,0.0
550,2017-10-31,6260,0.0014
551,2017-10-31,6400,0.0
552,2017-10-31,6800,0.0
553,2017-10-31,7070,0.0
554,2017-10-31,8770,0.0029
555,2017-10-31,9150,0.0029
556,2017-10-31,9830,0.0057
557,2017-10-31,10120,0.0
558,2017-10-31,10130,0.0014
559,2017-10-31,10620,0.13
560,2017-10-31,10950,0.0071
561,2017-10-31,11070,0.1071
562,2017-10-31,11170,0.0
563,2017-10-31,11780,0.0014
564,2017-10-31,12330,0.0014
565,2017-10-31,12450,0.1057
566,2017-10-31,15760,0.0043
567,2017-10-31,16360,0.0
568,2017-10-31,20150,0.13
569,2017-10-31,21240,0.0014
570,2017-10-31,24110,0.0
571,2017-10-31,29780,0.0029
572,2017-10-31,30200,0.0
573,2017-10-31,32640,0.0
574,2017-10-31,32830,0.0014
575,2017-10-31,33780,0.0014
576,2017-10-31,34020,0.0014
577,2017-10-31,34220,0.0014
578,2017-10-31,34730,0.0014
579,2017-10-31,35250,0.0
580,2017-10-31,36460,0.0014
581,2017-10-31,36570,0.0014
582,2017-10-31,39490,0.0229
583,2017-10-31,47050,0.0014
584,2017-10-31,51900,0.0
585,2017-10-31,51910,0.0071
586,2017-10-31,52690,0.0229
587,2017-10-31,55550,0.0
588,2017-10-31,66570,0.1071
589,2017-10-31,68270,0.1114
590,2017-10-31,71050,0.0
591,2017-10-31,78930,0.0
592,2017-10-31,86280,0.0
593,2017-10-31,86790,0.0071
594,2017-10-31,96770,0.0071
595,2017-10-31,97950,0.0
596,2017-10-31,105560,0.0
597,2017-10-31,111770,0.0229
598,2017-10-31,128940,0.0014
599,2017-10-31,138040,0.0
600,2017-10-31,138930,0.0029
601,2017-10-31,139480,0.0014
602,2017-10-31,161390,0.0
603,2017-11-30,270,0.0314
604,2017-11-30,660,0.0014
605,2017-11-30,720,0.0029
606,2017-11-30,810,0.0
607,2017-11-30,880,0.0
608,2017-11-30,990,0.0743
609,2017-11-30,1450,0.0286
610,2017-11-30,1570,0.02
611,2017-11-30,4020,0.0014
612,2017-11-30,4370,0.0
613,2017-11-30,5380,0.0014
614,2017-11-30,5490,0.0
615,2017-11-30,5830,0.0
616,2017-11-30,5940,0.0
617,2017-11-30,6260,0.0014
618,2017-11-30,6400,0.0357
619,2017-11-30,6800,0.0
620,2017-11-30,7070,0.0
621,2017-11-30,8770,0.0343
622,2017-11-30,9150,0.0014
623,2017-11-30,9830,0.0
624,2017-11-30,10120,0.0
625,2017-11-30,10130,0.0
626,2017-11-30,10620,0.0743
627,2017-11-30,10950,0.0286
628,2017-11-30,11070,0.0014
629,2017-11-30,11170,0.0014
630,2017-11-30,11780,0.0357
631,2017-11-30,12330,0.0
632,2017-11-30,12450,0.0014
633,2017-11-30,15760,0.0314
634,2017-11-30,16360,0.0
635,2017-11-30,20150,0.0543
636,2017-11-30,21240,0.0286
637,2017-11-30,24110,0.0
638,2017-11-30,29780,0.0286
639,2017-11-30,30200,0.0
640,2017-11-30,32640,0.0014
641,2017-11-30,32830,0.0
642,2017-11-30,33780,0.0
643,2017-11-30,34020,0.0214
644,2017-11-30,34220,0.0
645,2017-11-30,34730,0.0014
646,2017-11-30,35250,0.0
647,2017-11-30,36460,0.0014
648,2017-11-30,36570,0.0529
649,2017-11-30,39490,0.0214
650,2017-11-30,47050,0.0014
651,2017-11-30,51900,0.0
652,2017-11-30,51910,0.0357
653,2017-11-30,52690,0.0729
654,2017-11-30,55550,0.0
655,2017-11-30,66570,0.0357
656,2017-11-30,68270,0.0886
657,2017-11-30,71050,0.0
658,2017-11-30,78930,0.0
659,2017-11-30,86280,0.0
660,2017-11-30,86790,0.0014
661,2017-11-30,96770,0.03
662,2017-11-30,97950,0.0343
663,2017-11-30,105560,0.0
664,2017-11-30,111770,0.02
665,2017-11-30,128940,0.0557
666,2017-11-30,138040,0.0
667,2017-11-30,138930,0.0029
668,2017-11-30,139480,0.0014
669,2017-11-30,161390,0.0
670,2017-12-28,270,0.0429
671,2017-12-28,660,0.0129
672,2017-12-28,720,0.03
673,2017-12-28,810,0.0
674,2017-12-28,880,0.0
675,2017-12-28,990,0.06
676,2017-12-28,1450,0.0
677,2017-12-28,1570,0.0286
678,2017-12-28,4020,0.0157
679,2017-12-28,4370,0.0
680,2017-12-28,5380,0.0271
681,2017-12-28,5490,0.0
682,2017-12-28,5830,0.0
683,2017-12-28,5940,0.0
684,2017-12-28,6260,0.0143
685,2017-12-28,6400,0.0
686,2017-12-28,6800,0.0
687,2017-12-28,7070,0.0057
688,2017-12-28,8770,0.0371
689,2017-12-28,9150,0.0
690,2017-12-28,9830,0.0
691,2017-12-28,10120,0.0
692,2017-12-28,10130,0.0
693,2017-12-28,10620,0.0471
694,2017-12-28,10950,0.0357
695,2017-12-28,11070,0.0386
696,2017-12-28,11170,0.0
697,2017-12-28,11780,0.0143
698,2017-12-28,12330,0.0
699,2017-12-28,12450,0.0314
700,2017-12-28,15760,0.0429
701,2017-12-28,16360,0.0
702,2017-12-28,20150,0.0471
703,2017-12-28,21240,0.0157
704,2017-12-28,24110,0.0057
705,2017-12-28,29780,0.0157
706,2017-12-28,30200,0.0
707,2017-12-28,32640,0.0143
708,2017-12-28,32830,0.0
709,2017-12-28,33780,0.0157
710,2017-12-28,34020,0.0486
711,2017-12-28,34220,0.0
712,2017-12-28,34730,0.0114
713,2017-12-28,35250,0.0
714,2017-12-28,36460,0.0157
715,2017-12-28,36570,0.0186
716,2017-12-28,39490,0.0
717,2017-12-28,47050,0.02
718,2017-12-28,51900,0.0129
719,2017-12-28,51910,0.0
720,2017-12-28,52690,0.0671
721,2017-12-28,55550,0.0
722,2017-12-28,66570,0.0329
723,2017-12-28,68270,0.0457
724,2017-12-28,71050,0.0
725,2017-12-28,78930,0.0
726,2017-12-28,86280,0.02
727,2017-12-28,86790,0.0
728,2017-12-28,96770,0.0157
729,2017-12-28,97950,0.0
730,2017-12-28,105560,0.0
731,2017-12-28,111770,0.0286
732,2017-12-28,128940,0.0371
733,2017-12-28,138040,0.0
734,2017-12-28,138930,0.0271
735,2017-12-28,139480,0.0
736,2017-12-28,161390,0.0
737,2018-01-31,270,0.0414
738,2018-01-31,660,0.0
739,2018-01-31,720,0.0114
740,2018-01-31,810,0.0
741,2018-01-31,880,0.0
742,2018-01-31,990,0.0529
743,2018-01-31,1450,0.0
744,2018-01-31,1570,0.01
745,2018-01-31,4020,0.0114
746,2018-01-31,4370,0.008500000000000011
747,2018-01-31,5380,0.0214
748,2018-01-31,5490,0.0257
749,2018-01-31,5830,0.0
750,2018-01-31,5940,0.0
751,2018-01-31,6260,0.0114
752,2018-01-31,6400,0.0086
753,2018-01-31,6800,0.0
754,2018-01-31,7070,0.0
755,2018-01-31,8770,0.0386
756,2018-01-31,9150,0.0
757,2018-01-31,9830,0.0114
758,2018-01-31,10120,0.0
759,2018-01-31,10130,0.0
760,2018-01-31,10620,0.08
761,2018-01-31,10950,0.02
762,2018-01-31,11070,0.0414
763,2018-01-31,11170,0.0
764,2018-01-31,11780,0.0129
765,2018-01-31,12330,0.01
766,2018-01-31,12450,0.0286
767,2018-01-31,15760,0.05
768,2018-01-31,16360,0.0114
769,2018-01-31,20150,0.0329
770,2018-01-31,21240,0.02
771,2018-01-31,24110,0.0257
772,2018-01-31,29780,0.02
773,2018-01-31,30200,0.02
774,2018-01-31,32640,0.0
775,2018-01-31,32830,0.0
776,2018-01-31,33780,0.02
777,2018-01-31,34020,0.0357
778,2018-01-31,34220,0.0257
779,2018-01-31,34730,0.0
780,2018-01-31,35250,0.0
781,2018-01-31,36460,0.0229
782,2018-01-31,36570,0.0
783,2018-01-31,39490,0.0
784,2018-01-31,47050,0.0443
785,2018-01-31,51900,0.0129
786,2018-01-31,51910,0.0
787,2018-01-31,52690,0.0557
788,2018-01-31,55550,0.0
789,2018-01-31,66570,0.0129
790,2018-01-31,68270,0.0457
791,2018-01-31,71050,0.0
792,2018-01-31,78930,0.0
793,2018-01-31,86280,0.0
794,2018-01-31,86790,0.0
795,2018-01-31,96770,0.02
796,2018-01-31,97950,0.0086
797,2018-01-31,105560,0.0
798,2018-01-31,111770,0.01
799,2018-01-31,128940,0.0129
800,2018-01-31,138040,0.0
801,2018-01-31,138930,0.0471
802,2018-01-31,139480,0.0
803,2018-01-31,161390,0.0
804,2018-02-28,270,0.0129
805,2018-02-28,660,0.0229
806,2018-02-28,720,0.0071
807,2018-02-28,810,0.0229
808,2018-02-28,880,0.0
809,2018-02-28,990,0.0643
810,2018-02-28,1450,0.0143
811,2018-02-28,1570,0.0271
812,2018-02-28,4020,0.0114
813,2018-02-28,4370,0.0
814,2018-02-28,5380,0.0014
815,2018-02-28,5490,0.0
816,2018-02-28,5830,0.0
817,2018-02-28,5940,0.0
818,2018-02-28,6260,0.0
819,2018-02-28,6400,0.0157
820,2018-02-28,6800,0.0
821,2018-02-28,7070,0.0
822,2018-02-28,8770,0.0371
823,2018-02-28,9150,0.0157
824,2018-02-28,9830,0.0
825,2018-02-28,10120,0.0157
826,2018-02-28,10130,0.0071
827,2018-02-28,10620,0.0629
828,2018-02-28,10950,0.0143
829,2018-02-28,11070,0.0357
830,2018-02-28,11170,0.0
831,2018-02-28,11780,0.0214
832,2018-02-28,12330,0.0014
833,2018-02-28,12450,0.0171
834,2018-02-28,15760,0.0271
835,2018-02-28,16360,0.0
836,2018-02-28,20150,0.0271
837,2018-02-28,21240,0.0143
838,2018-02-28,24110,0.0229
839,2018-02-28,29780,0.0257
840,2018-02-28,30200,0.0271
841,2018-02-28,32640,0.0
842,2018-02-28,32830,0.0
843,2018-02-28,33780,0.0143
844,2018-02-28,34020,0.0271
845,2018-02-28,34220,0.0
846,2018-02-28,34730,0.0
847,2018-02-28,35250,0.0143
848,2018-02-28,36460,0.0114
